,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
2863,Enslaved: Odyssey to the West - Pigsy's Perfect 10,2010,NinjaTheory,Action Adventure;Modern;General;Modern,PlayStation3,79,7.2,not specified
2864,Mini Ninjas,2009,IoInteractive,Action Adventure;Adventure;General;Fantasy;General;Fantasy,Wii,79,8,not specified
2865,Carcassonne,2007,SierraOnline,Miscellaneous;Board Games;Board Games;Board / Card Game,Xbox360,79,8.4,5  Online
2866,Harvest Moon: A Wonderful Life,2004,Marvelous,Role-Playing;Console-style RPG,GameCube,79,8.5,1 Player
2867,Sphinx and the Cursed Mummy,2003,EurocomEntertainmentSoftware,Action Adventure;Fantasy,Xbox,79,8.6,1 Player
2868,EverQuest: Lost Dungeons of Norrath,2003,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,79,7,not specified
2869,Battlefield 1942: Secret Weapons of WWII,2003,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79,8.4,Jan-32
2870,Robot Alchemic Drive,2002,Sandlot,Simulation;Sci-Fi;Mech,PlayStation2,79,8.2,2-Jan
2871,The Sims: Unleashed,2002,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,79,7.7,1 Player
2872,NHL Hitz 20-02,2001,Midway,Sports;Traditional;Ice Hockey;Arcade,GameCube,79,8.6,4-Jan
2873,Worms World Party,2001,Team17,Strategy;General,Dreamcast,79,8.1,not specified
2874,Resident Evil 3: Nemesis,2000,Capcom,Action Adventure;Horror,Dreamcast,79,9,not specified
2875,RayStorm,1996,TaitoCorporation,Action;General,PlayStation,79,7.8,2-Jan
2876,The King of Fighters XIV,2016,"SNKPlaymore,SNKCorporation",Action;Fighting;2D,PlayStation4,79,8.3,Up to 12 
2877,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,2016,SpikeChunsoft,Role-Playing;Roguelike,PlayStationVita,79,8,2
2878,Halfbrick Echoes,2009,HalfbrickStudios,Action;General;General,PSP,79,6.8,not specified
2879,Race the Sun,2013,Flippfly,Action;Racing;General;General;Arcade;Futuristic,PC,79,7.3,No Online Multiplayer
2880,MotorStorm Arctic Edge,2009,BigbigStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PSP,79,8.6,8  Online
2881,Firewall Zero Hour,2018,"SonyInteractiveEntertainment,FirstContactEntertainment",Action;Shooter;First-Person;Tactical,PlayStation4,79,9,Up to 8 
2882,Hitman - Episode 3: Marrakesh,2016,IoInteractive,Action Adventure;General,PC,79,5.7,not specified
2883,The Sims 3: Pets,2011,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,79,6.1,not specified
2884,MTX Mototrax,2004,LeftFieldProductions,Driving;Racing;Motorcycle;Motocross,Xbox,79,tbd,2-Jan
2885,Alienation,2016,Housemarque,Sci-Fi;Action;Shooter;Third-Person;Arcade,PlayStation4,79,7.8,Up to 4 
2886,Steredenn: Binary Stars,2018,PlugInDigital,Action;Shooter;Shoot-'Em-Up;Horizontal,Switch,79,7.9,No Online Multiplayer
2887,Zwei: The Ilvard Insurrection,2017,Falcom,Role-Playing;Action RPG,PC,79,8.2,not specified
2888,Assault Heroes,2006,WanakoStudios,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,Xbox360,79,7.4,2  Online
2889,Guilty Gear X,2001,ArcSystemWorks,Action;Fighting;2D,PlayStation2,79,7.8,2-Jan
2890,Frozen Cortex,2015,Mode7Games,General;Sports;Team;Futuristic,PC,79,6.5,not specified
2891,Tacoma,2017,"TheFullbrightCompany,Fullbright",Adventure;General,XboxOne,79,6.6,not specified
2892,Gears of War: Judgment,2013,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,5.5,not specified
2893,Halo Wars 2,2017,CreativeAssembly,Strategy;Real-Time;General,XboxOne,79,6,not specified
2894,Anarcute,2016,Anarteam,Action;General,PC,79,7.6,No Online Multiplayer
2895,Free Realms,2009,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,79,6.4,not specified
2896,Homeworld: Deserts of Kharak,2016,BlackbirdInteractive,Strategy;Real-Time;Command,PC,79,8,not specified
2897,Don't Starve,2013,KleiEntertainment,Action Adventure;Fantasy;General;Fantasy;Sandbox,PC,79,8.3,No Online Multiplayer
2898,Hue,2016,FiddlesticksGames,Puzzle;Action,PC,79,7.6,No Online Multiplayer
2899,Trainz,2002,Auran,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,79,7.2,1 Player
2900,Super Dodge Ball Advance,2001,AtlusCo.,Sports;Alternative;Other,GameBoyAdvance,79,tbd,not specified
2901,Super Smash Bros.,1999,HALLabs,Action;Fighting;3D,Nintendo64,79,8.7,4-Jan
2902,Atelier Escha & Logy: Alchemists of the Dusk Sky,2014,Gust,General;Role-Playing;General;Japanese-Style,PlayStation3,79,7.5,not specified
2903,Twisted Metal: Head-On,2005,IncognitoInc.,Simulation;Driving;Car Combat;Car Combat;Vehicle;Combat,PSP,79,8.3,6  Online
2904,Heat Signature,2017,TomFrancis,Action;General,PC,79,8.3,not specified
2905,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,Wii,79,7.7,1 Player
2906,Sonic Advance 3,2004,DimpsCorporation,Action;Platformer;2D,GameBoyAdvance,79,8.3,4-Jan
2907,Chivalry: Medieval Warfare,2012,TornBannerStudios,Action;Strategy;General;General;General,PC,79,7.8,not specified
2908,de Blob 2,2011,BlueTongueEntertainment,Action;Platformer;Platformer;3D;3D,Wii,79,8.1,not specified
2909,Overlord II,2009,TriumphStudios,Action Adventure;Fantasy;General;Fantasy,PC,79,8.1,No Online Multiplayer
2910,Victor Vran: Overkill Edition,2017,HaemimontGames,Role-Playing;Action RPG,XboxOne,79,tbd,not specified
2911,NHL 06,2005,EACanada,Sports;Traditional;Ice Hockey;Sim,Xbox,79,8.4,8  Online
2912,OutRun Online Arcade,2009,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,79,8.3,6  Online
2913,Band Hero,2009,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,79,6.6,not specified
2914,Hearthstone: Journey to Un'Goro,2017,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,79,4.4,not specified
2915,Scram Kitty and His Buddy on Rails,2014,DakkoDakko,General;Action;General,WiiU,79,7.7,not specified
2916,Lego Star Wars,2005,Traveller'sTales,Action Adventure;Sci-Fi,GameCube,79,7.8,2-Jan
2917,MLB Power Pros 2008,2008,Konami,Sports;Traditional;Team;Baseball;Arcade;Arcade,Wii,79,8.7,not specified
2918,Major League Baseball 2K7,2007,KushGames,Sports;Traditional;Team;Baseball;Sim;Sim,Xbox360,79,7.1,2  Online
2919,World to the West,2017,"RainGames,Soedesco",Action Adventure;Linear,XboxOne,79,tbd,not specified
2920,Space Channel 5 Special Edition,2003,UGA,Miscellaneous;Rhythm;Dancing,PlayStation2,79,8.8,2-Jan
2921,Emergency Fire Response,2003,"MonteCristoMultimedia,MonteCristo",Action Adventure;Modern;General;Modern,PC,79,tbd,1 Player
2922,Downhill Domination,2003,IncognitoInc.,Driving;Racing;Other,PlayStation2,79,8.9,4-Jan
2923,Lunar Legend,2002,MagicRings,Role-Playing;Console-style RPG,GameBoyAdvance,79,7.8,2-Jan
2924,Breath of Fire,2001,Capcom,Role-Playing;Console-style RPG,GameBoyAdvance,79,7.6,2-Jan
2925,Sky Odyssey,2000,CAProduction,Simulation;Flight;WWII,PlayStation2,79,8.4,1 Player
2926,Mario Party,1999,Hudson,Miscellaneous;Party,Nintendo64,79,8,4-Jan
2927,Spider-Man 3,2007,VicariousVisions,Action;Action Adventure;Platformer;General;Platformer;3D;3D,DS,79,6.5,2-Jan
2928,Silent Hill: Shattered Memories,2009,"ClimaxGroup,ClimaxStudios",Action Adventure;Horror;Horror;Survival,Wii,79,7.9,No Online Multiplayer
2929,Marble Blast Ultra,2006,GarageGames,Action;Platformer;Platformer;3D;3D,Xbox360,79,8.3,8  Online
2930,echochrome ii,2010,SCEJapanStudio,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PlayStation3,79,6.3,not specified
2931,The Metronomicon,2016,Puuba,Action;Rhythm;Music,PC,79,7.1,not specified
2932,Pro Evolution Soccer 2011,2010,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,79,5.9,not specified
2933,Tom Clancy's Rainbow Six Siege,2015,UbisoftMontreal,Modern;Action;Shooter;First-Person;Tactical,PC,79,7.1,not specified
2934,The Settlers 7: Paths to a Kingdom,2010,BlueByte,Strategy;City Building;Management;Historic;Historic;Government,PC,79,5.2,not specified
2935,RollerCoaster Tycoon 3: Soaked!,2005,FrontierDevelopments,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,79,3.4,1 Player
2936,BlazBlue: Cross Tag Battle,2018,ArcSystemWorks,Action;Fighting;2D,Switch,79,7.8,Up to 8 
2937,Rune Factory Frontier,2009,Neverland,Role-Playing;General;General,Wii,79,8.5,No Online Multiplayer
2938,Mantis Burn Racing,2016,VooFooStudios,Racing;Arcade;Automobile,XboxOne,79,7.4,not specified
2939,Mighty Switch Force!,2011,WayForward,Action;Platformer;Platformer;2D;2D,3DS,79,7.8,1 Player
2940,EVERSPACE,2017,ROCKFISHGames,Action;General;Action Adventure;Open-World,PC,79,7.5,No Online Multiplayer
2941,TrackMania 2 Valley,2013,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,79,8.1,not specified
2942,State of Decay,2013,UndeadLabs,Action Adventure;Horror;Horror;Survival,PC,79,6.9,No Online Multiplayer
2943,High Hell,2017,TerriVellimann,Action;Shooter;First-Person;Arcade,PC,79,tbd,not specified
2944,EA Sports UFC 2,2016,EASports,Sports;General;Individual;Combat;Boxing / Martial Arts,PlayStation4,79,5.7,2
2945,F1 2013,2013,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,Xbox360,79,6.8,not specified
2946,Sid Meier's Civilization VI: Rise and Fall,2018,FiraxisGames,Strategy;Turn-Based;4X,PC,79,6.2,not specified
2947,Blue Dragon,2007,"Mistwalker,Artoon",Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,79,7.8,No Online Multiplayer
2948,Final Fight: Double Impact,2010,Capcom,Action;Miscellaneous;Beat-'Em-Up;Compilation,PlayStation3,79,6.8,not specified
2949,Monster Hunter Stories,2017,Capcom,Role-Playing;Action RPG,3DS,79,8,2
2950,Noitu Love: Devolution,2016,"Konjak,MP2Games",Action;Beat-'Em-Up;2D,WiiU,79,7.2,not specified
2951,Extreme Exorcism,2015,GoldenRubyGames,Action;Platformer;2D,WiiU,79,6.5,not specified
2952,Rift: Storm Legion,2012,TrionWorlds,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,79,7.8,not specified
2953,Wizorb,2012,Beatshapers,Miscellaneous;Puzzle;Action;General;Puzzle;Action,PSP,79,5.8,not specified
2954,Madden NFL 12,2011,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,79,5.5,6  Online
2955,Crayon Physics Deluxe,2009,PetriPurho,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PC,79,7.6,not specified
2956,Tony Hawk's Proving Ground,2007,VicariousVisions,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,DS,79,6.7,4  Online
2957,Nancy Drew: Legend of the Crystal Skull,2007,HerInteractive,Adventure;General;General;Point-and-Click,PC,79,8.3,1 Player
2958,Mario Strikers Charged,2007,NextLevelGames,Sports;Traditional;Team;Soccer;Arcade;Arcade,Wii,79,8.1,4  Online
2959,Mega Man Maverick Hunter X,2006,Capcom,Action;Platformer;Platformer;2D;2D,PSP,79,8.5,1 Player
2960,EverQuest II: Desert of Flames,2005,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,79,7.8,Massively Multiplayer
2961,SimCity 4: Rush Hour,2003,Maxis,Strategy;City Building;Management;Modern;Modern;Government,PC,79,8.4,1 Player
2962,Tenchu: Wrath of Heaven,2003,K2LLC,Action Adventure;Fantasy,PlayStation2,79,8.6,2-Jan
2963,Uncommon Valor: Campaign for the South Pacific,2002,2By3Games,Strategy;Wargame;Turn-Based,PC,79,7.6,2-Jan
2964,Deathrow,2002,SouthendInteractive,Sports;Alternative;Futuristic,Xbox,79,8.2,4-Jan
2965,Global Operations,2002,BarkingDog,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,79,8.4,not specified
2966,Burnout,2001,CriterionGames,Driving;Racing;Arcade,PlayStation2,79,7.8,2-Jan
2967,Mega Man Battle Network,2001,Capcom,Role-Playing;Action RPG,GameBoyAdvance,79,8.3,1 Player
2968,StarLancer,2000,DigitalAnvil,Simulation;Sci-Fi;Small Spaceship,Dreamcast,79,8.3,not specified
2969,Shadow Warrior 2,2016,FlyingWildHog,Action;Shooter;First-Person;Arcade,PC,78,8.2,Online Multiplayer
2970,Dance Dance Revolution Ultramix 2,2004,KonamiComputerEntertainmentHawaii,Miscellaneous;Rhythm;Dancing,Xbox,78,7.1,16  Online
2971,Apotheon,2015,Alientrap,Platformer;2D;Platformer;Action;Beat-'Em-Up;2D,PC,78,7.8,not specified
2972,Roogoo,2008,SpiderMonk,Miscellaneous;Puzzle;Puzzle;General;General,Xbox360,78,7.4,2  Online
2973,Golf Story,2017,SideBarGames,Action Adventure;General,Switch,78,8.5,No Online Multiplayer
2974,The Journey Down: Chapter Two,2014,SkyGoblin,Adventure;General,PC,78,7.1,No Online Multiplayer
2975,Muramasa Rebirth,2013,Vanillaware,Role-Playing;Action RPG;Action RPG,PlayStationVita,78,8.4,not specified
2976,Star Trek: Elite Force II,2003,RitualEntertainment,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,78,7.6,Jan-32
2977,This War of Mine: The Little Ones,2016,11bitstudios,Strategy;Real-Time;General,XboxOne,78,7.8,not specified
2978,Call of Juarez: Bound in Blood,2009,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PlayStation3,78,7.8,Up to 12 
2979,Zuma's Revenge!,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PC,78,8,not specified
2980,Xanadu Next,2016,Falcom,Role-Playing;Action RPG,PC,78,7.9,No Online Multiplayer
2981,Obliteracers,2016,"SpaceDustStudios,VarkianEmpire",Racing;Arcade;Futuristic,PC,78,7.7,not specified
2982,ZEN Pinball 2: Balls of Glory,2015,ZenStudios,Action;Pinball,PlayStation4,78,6.2,not specified
2983,The Denpa Men: They Came By Wave,2012,GeniusSonorityInc.,Role-Playing;General;General,3DS,78,7.2,1 Player
2984,Traxxpad,2007,DefinitiveStudios,Action;Miscellaneous;Rhythm;Music;Music,PSP,78,6.3,1 Player
2985,Alien Hominid,2004,TheBehemoth,Action;Shooter;Scrolling,GameCube,78,8.2,4-Jan
2986,Hasbro Family Game Night: Yahtzee,2009,ElectronicArts,Miscellaneous;Board Games;Board / Card Game,Xbox360,78,4.3,not specified
2987,Tiger Woods PGA Tour,2005,EACanada,Sports;Traditional;Individual;Golf;Sim;Sim,PSP,78,7.4,4-Jan
2988,Broken Sword: Shadow of the Templars - The Director's Cut,2009,RevolutionSoftware,Adventure;General;General;Point-and-Click,DS,78,8,not specified
2989,Layers of Fear,2016,BlooberTeam,Adventure;3D;First-Person,XboxOne,78,7.3,not specified
2990,Baldur's Gate: Enhanced Edition,2012,OverhaulGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,78,6.6,No Online Multiplayer
2991,Disgaea 3: Absence of Justice,2008,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PlayStation3,78,7.5,No Online Multiplayer
2992,Doom 3: Resurrection of Evil,2005,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,78,6.3,8  Online
2993,Yakuza 4,2011,RyugaGotokuStudios,Action Adventure;Modern;Modern;Open-World,PlayStation3,78,8.1,not specified
2994,DeathSmiles,2016,Cave,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,78,7.9,No Online Multiplayer
2995,Wade Hixton's Counter Punch,2004,InfernoGames,Sports;Traditional;Boxing,GameBoyAdvance,78,7.8,1 Player
2996,Baldur's Gate: Dark Alliance II,2004,BlackIsleStudios,Role-Playing;Action RPG,PlayStation2,78,8.3,2-Jan
2997,Dave Mirra Freestyle BMX 3,2002,Full-Fat,Sports;Alternative;Biking,GameBoyAdvance,78,tbd,2-Jan
2998,Contra: Shattered Soldier,2002,KCET,Action;Shooter;Scrolling,PlayStation2,78,6.6,2-Jan
2999,Dynasty Warriors 3,2001,OmegaForce,Action;Beat-'Em-Up,PlayStation2,78,8.8,2-Jan
3000,Shadow of Destiny,2001,Konami,Adventure;Third-Person;Fantasy,PlayStation2,78,8.4,1 Player
3001,Midnight Club: Street Racing,2000,AngelStudios,Driving;Racing;GT / Street,PlayStation2,78,7.6,2-Jan
3002,Swing Away Golf,2000,T&ESoft,Sports;Traditional;Golf;Arcade,PlayStation2,78,tbd,4-Jan
3003,Harvest Moon 64,1999,VictorInteractiveSoftware,Strategy;Breeding/Constructing,Nintendo64,78,8.8,1 Player
3004,Detroit: Become Human,2018,QuanticDream,Action Adventure;Open-World;Adventure;3D;Third-Person,PlayStation4,78,8.8,No Online Multiplayer
3005,NHL 17,2016,"EACanada,EAVancouver",Sports;Team;Ice Hockey;Sim,PlayStation4,78,5.6,Up to 12 
3006,inFamous: Festival of Blood,2011,SuckerPunch,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PlayStation3,78,8.1,not specified
3007,The Sims 4: City Living,2016,Maxis,Simulation;Virtual;Virtual Life,PC,78,5.8,not specified
3008,Rock Band Blitz,2012,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,78,6.1,not specified
3009,Lost Odyssey,2008,Mistwalker,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,78,8.4,1 Player
3010,Rez,2002,UGA,Action;Shooter;Rail,PlayStation2,78,8.2,1 Player
3011,Klonoa 2: Dream Champ Tournament,2005,Namco,Action;General,GameBoyAdvance,78,8.8,1 Player
3012,BattleTech,2018,HarebrainedSchemesLLC,Strategy;Turn-Based;Tactics,PC,78,7.1,Online Multiplayer
3013,Doki Doki Literature Club!,2017,TeamSalvato,Adventure;Visual Novel,PC,78,8.4,not specified
3014,Far Cry Instincts Evolution,2006,UbisoftMontreal,Action;Shooter;First-Person;Modern,Xbox,78,6.3,16  Online
3015,Fallout 4 VR,2017,BethesdaGameStudios,Role-Playing;Western-Style,PC,78,5.1,No Online Multiplayer
3016,Gurumin: A Monstrous Adventure,2007,Falcom,Role-Playing;Action RPG;Action RPG,PSP,78,7.7,1 Player
3017,Yoshi's Woolly World,2015,Good-Feel,Action Adventure;Platformer;2D;Fantasy;Action;Platformer;2D,WiiU,78,8.5,not specified
3018,Stellaris,2016,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,78,8,not specified
3019,The House of the Dead: Overkill,2009,HeadstrongGames,Action;Shooter;Shooter;Light Gun;Light Gun,Wii,78,8.7,not specified
3020,Super Rude Bear Resurrection,2017,AlexRose,Action;Platformer;2D,PlayStation4,78,2.8,not specified
3021,Bomberman Land Touch!,2006,Hudson,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;General;Action,DS,78,7.4,4  Online
3022,Big Bang Mini,2009,ArkedoStudio,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,DS,78,8.2,2-Jan
3023,SIREN: Blood Curse,2008,SCEJapanStudio,Action Adventure;Horror;Horror;Survival,PlayStation3,78,8.1,1 Player
3024,WWE '13,2012,"THQ,Yuke's",Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,78,8,not specified
3025,Hotel Dusk: Room 215,2007,Cing,Adventure;General;General,DS,78,8.5,1 Player
3026,Cosmic Star Heroine,2018,ZeboydGames,Role-Playing;Japanese-Style,Switch,78,7.7,No Online Multiplayer
3027,Archangel: Hellfire,2018,SkydanceInteractive,Simulation;Combat;Vehicle,PC,78,8.4,not specified
3028,King's Quest Chapter 5: The Good Knight,2016,TheOddGentlemen,Adventure;General,PlayStation4,78,5.1,not specified
3029,The Thing,2002,ComputerArtworks,Action Adventure;Horror,PlayStation2,78,7.3,1 Player
3030,DeathSpank: Thongs of Virtue,2011,HotheadGames,Role-Playing;Action RPG;Action RPG,Xbox360,78,8.1,1 Player
3031,Hatsune Miku: Project Diva X,2016,Sega,Action;Rhythm;Music,PlayStation4,78,7.3,No Online Multiplayer
3032,DeadCore,2013,5-BitsGames,Action;Shooter;First-Person;Sci-Fi;Arcade,PC,78,6.8,No Online Multiplayer
3033,Conker: Live & Reloaded,2005,RareLtd.,Action;Shooter;Third-Person;Fantasy,Xbox,78,8.2,2-Jan
3034,Castlevania: The Adventure ReBirth,2009,M2,Action;Platformer;Platformer;2D;2D,Wii,78,8.8,No Online Multiplayer
3035,MLB 2005,2004,989Sports,Sports;Traditional;Baseball;Sim,PlayStation2,78,7.6,2-Jan
3036,Neverwinter Nights: Shadows of Undrentide,2003,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,78,7.9,1 Player
3037,Knockout Kings 2003,2002,EASports,Sports;Traditional;Boxing,GameCube,78,6.8,2-Jan
3038,Duke Nukem: Manhattan Project,2002,SunstormInteractive,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Horizontal,PC,78,7.8,1 Player
3039,Konami Collector's Series: Arcade Advanced,2002,KCEA,Miscellaneous;Compilation,GameBoyAdvance,78,tbd,not specified
3040,Gradius Galaxies,2001,Mobile21,Action;Shooter;Scrolling,GameBoyAdvance,78,tbd,not specified
3041,Tales of Destiny II,2001,Namco,Role-Playing;Console-style RPG,PlayStation,78,8.4,1 Player
3042,Metal Gear Solid: Snake Eater 3D,2012,KojimaProductions,Action Adventure;Modern;General;Modern,3DS,78,7.8,1 Player
3043,Grand Kingdom,2016,SpikeChunsoft,Strategy;Turn-Based;Tactics,PlayStation4,78,7.6,Online Multiplayer
3044,Bridge Constructor Portal,2018,ClockStoneSoftware,Simulation;Virtual;Career,PlayStation4,78,3.5,No Online Multiplayer
3045,Wuppo,2016,Knuist&Perzik,Action;Platformer;2D,PC,78,8.4,No Online Multiplayer
3046,Robocalypse,2008,Vogster,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,DS,78,8.2,4  Online
3047,The Disney Afternoon Collection,2017,Capcom,Miscellaneous;Compilation,PC,78,6.1,not specified
3048,TumbleSeed,2017,"BenedictFritz,aeiowu",Action;General,Switch,78,7.1,No Online Multiplayer
3049,ONRUSH,2018,Codemasters,Racing;Arcade;Automobile,XboxOne,78,6.6,
3050,MotorStorm RC,2012,EvolutionStudios,Driving;Racing;Simulation;Arcade;Rally / Offroad;Rally / Offroad;Automobile,PlayStationVita,78,6.8,not specified
3051,AstroPop,2006,PopCap,Miscellaneous;Puzzle;Puzzle;General;General,Xbox360,78,5.4,1 Player
3052,Dragon Quest VI: Realms of Revelation,2011,ArtePiazza,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,78,8.2,2
